official_fold,nucleus_class_name,tissue_type,nucleus_count,source_patch_count,grouping_unit,independence_note
3,inflammatory,Thyroid,146,36,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,inflammatory,Uterus,488,83,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Adrenal_gland,1495,112,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Bile-duct,1356,96,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Bladder,624,31,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Breast,6314,480,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Cervix,1353,47,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Colon,2790,109,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Esophagus,2184,93,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,HeadNeck,1226,67,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Kidney,544,21,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Liver,743,49,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Lung,1115,51,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Ovarian,789,33,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Pancreatic,77,7,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Prostate,1144,52,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Skin,601,22,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Stomach,622,32,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Testis,413,22,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Thyroid,332,17,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,neoplastic,Uterus,4749,118,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Adrenal_gland,340,27,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Bile-duct,92,9,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Bladder,3,1,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Breast,4577,188,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Cervix,71,6,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Colon,1826,168,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Esophagus,68,5,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,HeadNeck,58,7,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Kidney,46,5,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Liver,402,17,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Ovarian,122,7,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Pancreatic,180,7,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Prostate,103,6,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Skin,130,6,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Testis,252,14,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Thyroid,581,32,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
3,non_neoplastic_epithelial,Uterus,9,1,source_patch,Separation was performed at source-patch level. Patient- and WSI-level independence could not be guaranteed from the released metadata.
