patch_key,fold_id,patch_index,class_index,class_name,channel_index,instance_id,total_pixel_count,overlap_pixel_count,positive_background_pixel_count,overlapping_class_indices,overlapping_instance_ids,overlapping_instance_ids_by_class,touches_cross_class_overlap,analysis_eligible,primary_eligible,confirmatory_eligible,analysis_exclusion_reason
fold_1:patch_1813,1,1813,0,neoplastic,0,615,839,1,0,[1],[634],"{""inflammatory"": [634]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1813,1,1813,1,inflammatory,1,522,597,5,0,[0],[531],"{""neoplastic"": [531]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1813,1,1813,1,inflammatory,1,572,267,1,0,[2],[562],"{""connective_soft_tissue"": [562]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1813,1,1813,1,inflammatory,1,634,422,1,0,[0],[615],"{""neoplastic"": [615]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1813,1,1813,2,connective_soft_tissue,2,562,416,1,0,[1],[572],"{""inflammatory"": [572]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1823,1,1823,1,inflammatory,1,67,519,16,0,[2],[57],"{""connective_soft_tissue"": [57]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1823,1,1823,2,connective_soft_tissue,2,57,242,16,0,[1],[67],"{""inflammatory"": [67]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1824,1,1824,1,inflammatory,1,107,379,17,0,[2],[102],"{""connective_soft_tissue"": [102]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1824,1,1824,2,connective_soft_tissue,2,102,893,17,0,[1],[107],"{""inflammatory"": [107]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1828,1,1828,1,inflammatory,1,107,799,13,0,[2],[102],"{""connective_soft_tissue"": [102]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1828,1,1828,2,connective_soft_tissue,2,102,296,13,0,[1],[107],"{""inflammatory"": [107]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1840,1,1840,2,connective_soft_tissue,2,666,437,9,0,[4],[663],"{""non_neoplastic_epithelial"": [663]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1840,1,1840,4,non_neoplastic_epithelial,4,663,2942,9,0,[2],[666],"{""connective_soft_tissue"": [666]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1848,1,1848,2,connective_soft_tissue,2,888,791,2,0,[4],[906],"{""non_neoplastic_epithelial"": [906]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1848,1,1848,4,non_neoplastic_epithelial,4,906,1071,2,0,[2],[888],"{""connective_soft_tissue"": [888]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1852,1,1852,1,inflammatory,1,858,153,10,0,[2],[52],"{""connective_soft_tissue"": [52]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1852,1,1852,2,connective_soft_tissue,2,52,507,10,0,[1],[858],"{""inflammatory"": [858]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1854,1,1854,1,inflammatory,1,106,676,8,0,[4],[103],"{""non_neoplastic_epithelial"": [103]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1854,1,1854,4,non_neoplastic_epithelial,4,103,826,8,0,[1],[106],"{""inflammatory"": [106]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1875,1,1875,2,connective_soft_tissue,2,139,540,2,0,[4],[137],"{""non_neoplastic_epithelial"": [137]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1875,1,1875,4,non_neoplastic_epithelial,4,137,1992,2,0,[2],[139],"{""connective_soft_tissue"": [139]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1881,1,1881,2,connective_soft_tissue,2,171,765,8,0,[4],[163],"{""non_neoplastic_epithelial"": [163]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1881,1,1881,4,non_neoplastic_epithelial,4,163,1701,8,0,[2],[171],"{""connective_soft_tissue"": [171]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1882,1,1882,2,connective_soft_tissue,2,231,588,4,0,[4],[233],"{""non_neoplastic_epithelial"": [233]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1882,1,1882,4,non_neoplastic_epithelial,4,233,716,4,0,[2],[231],"{""connective_soft_tissue"": [231]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1944,1,1944,1,inflammatory,1,710,413,2,0,[2],[701],"{""connective_soft_tissue"": [701]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1944,1,1944,1,inflammatory,1,722,706,13,0,[2],[719],"{""connective_soft_tissue"": [719]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1944,1,1944,2,connective_soft_tissue,2,701,677,2,0,[1],[710],"{""inflammatory"": [710]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1944,1,1944,2,connective_soft_tissue,2,719,733,13,0,[1],[722],"{""inflammatory"": [722]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1950,1,1950,1,inflammatory,1,122,1482,12,0,"[2, 4]","[103, 111]","{""connective_soft_tissue"": [103], ""non_neoplastic_epithelial"": [111]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1950,1,1950,2,connective_soft_tissue,2,103,1114,6,0,[1],[122],"{""inflammatory"": [122]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1950,1,1950,4,non_neoplastic_epithelial,4,111,688,6,0,[1],[122],"{""inflammatory"": [122]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1958,1,1958,2,connective_soft_tissue,2,546,491,20,0,[4],[539],"{""non_neoplastic_epithelial"": [539]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1958,1,1958,4,non_neoplastic_epithelial,4,539,2590,20,0,[2],[546],"{""connective_soft_tissue"": [546]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1980,1,1980,1,inflammatory,1,10,1531,18,0,[4],[15],"{""non_neoplastic_epithelial"": [15]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1980,1,1980,4,non_neoplastic_epithelial,4,15,718,18,0,[1],[10],"{""inflammatory"": [10]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1982,1,1982,0,neoplastic,0,1114,632,39,0,[4],[171],"{""non_neoplastic_epithelial"": [171]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1982,1,1982,4,non_neoplastic_epithelial,4,171,1683,39,0,[0],[1114],"{""neoplastic"": [1114]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1984,1,1984,1,inflammatory,1,363,802,3,0,[4],[350],"{""non_neoplastic_epithelial"": [350]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1984,1,1984,4,non_neoplastic_epithelial,4,350,151,3,0,[1],[363],"{""inflammatory"": [363]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1986,1,1986,1,inflammatory,1,477,1155,8,0,[4],[482],"{""non_neoplastic_epithelial"": [482]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_1986,1,1986,4,non_neoplastic_epithelial,4,482,684,8,0,[1],[477],"{""inflammatory"": [477]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2005,1,2005,1,inflammatory,1,236,1826,1,0,[2],[238],"{""connective_soft_tissue"": [238]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2005,1,2005,2,connective_soft_tissue,2,238,833,1,0,[1],[236],"{""inflammatory"": [236]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2060,1,2060,0,neoplastic,0,168,152,2,0,[2],"[165, 170]","{""connective_soft_tissue"": [165, 170]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2060,1,2060,2,connective_soft_tissue,2,165,420,1,0,[0],[168],"{""neoplastic"": [168]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2060,1,2060,2,connective_soft_tissue,2,170,544,1,0,[0],[168],"{""neoplastic"": [168]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2067,1,2067,0,neoplastic,0,455,324,1,0,[1],[448],"{""inflammatory"": [448]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2067,1,2067,1,inflammatory,1,448,167,1,0,[0],[455],"{""neoplastic"": [455]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2070,1,2070,0,neoplastic,0,164,808,1,0,[2],[177],"{""connective_soft_tissue"": [177]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2070,1,2070,0,neoplastic,0,174,499,7,0,[2],[177],"{""connective_soft_tissue"": [177]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2070,1,2070,0,neoplastic,0,182,916,1,0,[2],[190],"{""connective_soft_tissue"": [190]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2070,1,2070,2,connective_soft_tissue,2,177,374,8,0,[0],"[164, 174]","{""neoplastic"": [164, 174]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2070,1,2070,2,connective_soft_tissue,2,190,232,1,0,[0],[182],"{""neoplastic"": [182]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2077,1,2077,0,neoplastic,0,228,863,8,0,[2],[237],"{""connective_soft_tissue"": [237]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2077,1,2077,2,connective_soft_tissue,2,237,455,8,0,[0],[228],"{""neoplastic"": [228]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2084,1,2084,1,inflammatory,1,164,354,2,0,[2],[168],"{""connective_soft_tissue"": [168]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2084,1,2084,2,connective_soft_tissue,2,168,146,2,0,[1],[164],"{""inflammatory"": [164]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2086,1,2086,0,neoplastic,0,68,16,3,0,[2],[300],"{""connective_soft_tissue"": [300]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2086,1,2086,2,connective_soft_tissue,2,300,924,3,0,[0],[68],"{""neoplastic"": [68]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2089,1,2089,0,neoplastic,0,295,841,17,0,[2],[269],"{""connective_soft_tissue"": [269]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2089,1,2089,2,connective_soft_tissue,2,269,802,17,0,[0],[295],"{""neoplastic"": [295]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2118,1,2118,1,inflammatory,1,153,188,3,0,[2],[151],"{""connective_soft_tissue"": [151]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2118,1,2118,2,connective_soft_tissue,2,151,519,3,0,[1],[153],"{""inflammatory"": [153]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2120,1,2120,1,inflammatory,1,362,260,1,0,[2],[374],"{""connective_soft_tissue"": [374]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2120,1,2120,2,connective_soft_tissue,2,374,360,1,0,[1],[362],"{""inflammatory"": [362]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2199,1,2199,0,neoplastic,0,110,1176,2,0,[2],[118],"{""connective_soft_tissue"": [118]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2199,1,2199,2,connective_soft_tissue,2,118,530,2,0,[0],[110],"{""neoplastic"": [110]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2215,1,2215,2,connective_soft_tissue,2,49,299,3,0,[4],[56],"{""non_neoplastic_epithelial"": [56]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2215,1,2215,4,non_neoplastic_epithelial,4,56,311,3,0,[2],[49],"{""connective_soft_tissue"": [49]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2234,1,2234,0,neoplastic,0,161,864,6,0,[2],[167],"{""connective_soft_tissue"": [167]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2234,1,2234,2,connective_soft_tissue,2,167,370,6,0,[0],[161],"{""neoplastic"": [161]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2250,1,2250,0,neoplastic,0,86,246,4,0,[2],[80],"{""connective_soft_tissue"": [80]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2250,1,2250,2,connective_soft_tissue,2,80,401,4,0,[0],[86],"{""neoplastic"": [86]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2296,1,2296,0,neoplastic,0,190,286,1,0,[2],[186],"{""connective_soft_tissue"": [186]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2296,1,2296,0,neoplastic,0,213,281,3,0,[1],[212],"{""inflammatory"": [212]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2296,1,2296,1,inflammatory,1,212,357,3,0,[0],[213],"{""neoplastic"": [213]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2296,1,2296,2,connective_soft_tissue,2,186,683,1,0,[0],[190],"{""neoplastic"": [190]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2299,1,2299,0,neoplastic,0,396,505,1,0,[1],[393],"{""inflammatory"": [393]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2299,1,2299,1,inflammatory,1,393,386,1,0,[0],[396],"{""neoplastic"": [396]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2321,1,2321,0,neoplastic,0,43,488,7,0,[2],[39],"{""connective_soft_tissue"": [39]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2321,1,2321,2,connective_soft_tissue,2,39,408,7,0,[0],[43],"{""neoplastic"": [43]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2340,1,2340,1,inflammatory,1,477,168,3,0,[2],[184],"{""connective_soft_tissue"": [184]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2340,1,2340,2,connective_soft_tissue,2,184,98,3,0,[1],[477],"{""inflammatory"": [477]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2361,1,2361,2,connective_soft_tissue,2,143,246,1,0,[4],[133],"{""non_neoplastic_epithelial"": [133]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2361,1,2361,4,non_neoplastic_epithelial,4,133,284,1,0,[2],[143],"{""connective_soft_tissue"": [143]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2364,1,2364,2,connective_soft_tissue,2,356,79,5,0,[4],[350],"{""non_neoplastic_epithelial"": [350]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2364,1,2364,4,non_neoplastic_epithelial,4,350,171,5,0,[2],[356],"{""connective_soft_tissue"": [356]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2413,1,2413,0,neoplastic,0,39,245,5,0,[1],[26],"{""inflammatory"": [26]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2413,1,2413,0,neoplastic,0,47,226,2,0,[1],[26],"{""inflammatory"": [26]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2413,1,2413,0,neoplastic,0,76,760,6,0,[1],[93],"{""inflammatory"": [93]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2413,1,2413,1,inflammatory,1,26,333,7,0,[0],"[39, 47]","{""neoplastic"": [39, 47]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2413,1,2413,1,inflammatory,1,93,707,6,0,[0],[76],"{""neoplastic"": [76]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2414,1,2414,0,neoplastic,0,94,403,5,0,[1],[107],"{""inflammatory"": [107]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2414,1,2414,0,neoplastic,0,145,902,10,0,[1],[147],"{""inflammatory"": [147]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2414,1,2414,1,inflammatory,1,107,807,5,0,[0],[94],"{""neoplastic"": [94]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2414,1,2414,1,inflammatory,1,147,896,10,0,[0],[145],"{""neoplastic"": [145]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2423,1,2423,0,neoplastic,0,295,47,1,0,[2],[302],"{""connective_soft_tissue"": [302]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2423,1,2423,2,connective_soft_tissue,2,302,108,1,0,[0],[295],"{""neoplastic"": [295]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2426,1,2426,0,neoplastic,0,843,337,1,0,[2],[838],"{""connective_soft_tissue"": [838]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2426,1,2426,2,connective_soft_tissue,2,838,66,1,0,[0],[843],"{""neoplastic"": [843]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2434,1,2434,1,inflammatory,1,158,721,6,0,[2],[151],"{""connective_soft_tissue"": [151]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2434,1,2434,1,inflammatory,1,272,474,2,0,[2],[266],"{""connective_soft_tissue"": [266]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2434,1,2434,2,connective_soft_tissue,2,151,722,6,0,[1],[158],"{""inflammatory"": [158]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2434,1,2434,2,connective_soft_tissue,2,266,584,2,0,[1],[272],"{""inflammatory"": [272]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2435,1,2435,1,inflammatory,1,180,427,4,0,[2],[189],"{""connective_soft_tissue"": [189]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2435,1,2435,2,connective_soft_tissue,2,189,453,4,0,[1],[180],"{""inflammatory"": [180]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2437,1,2437,1,inflammatory,1,621,82,3,0,[2],[594],"{""connective_soft_tissue"": [594]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2437,1,2437,2,connective_soft_tissue,2,594,431,3,0,[1],[621],"{""inflammatory"": [621]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2438,1,2438,1,inflammatory,1,409,168,1,0,[2],[404],"{""connective_soft_tissue"": [404]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2438,1,2438,2,connective_soft_tissue,2,404,320,1,0,[1],[409],"{""inflammatory"": [409]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2439,1,2439,1,inflammatory,1,418,692,5,0,[2],[448],"{""connective_soft_tissue"": [448]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2439,1,2439,1,inflammatory,1,422,748,2,0,[2],[434],"{""connective_soft_tissue"": [434]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2439,1,2439,1,inflammatory,1,653,277,1,0,[2],[652],"{""connective_soft_tissue"": [652]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2439,1,2439,2,connective_soft_tissue,2,434,586,2,0,[1],[422],"{""inflammatory"": [422]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2439,1,2439,2,connective_soft_tissue,2,448,338,5,0,[1],[418],"{""inflammatory"": [418]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2439,1,2439,2,connective_soft_tissue,2,652,393,1,0,[1],[653],"{""inflammatory"": [653]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2440,1,2440,1,inflammatory,1,866,285,7,0,[2],[870],"{""connective_soft_tissue"": [870]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2440,1,2440,2,connective_soft_tissue,2,870,467,7,0,[1],[866],"{""inflammatory"": [866]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2478,1,2478,0,neoplastic,0,187,197,4,0,[1],[184],"{""inflammatory"": [184]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2478,1,2478,1,inflammatory,1,184,367,4,0,[0],[187],"{""neoplastic"": [187]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2480,1,2480,0,neoplastic,0,427,525,8,0,[1],[429],"{""inflammatory"": [429]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2480,1,2480,1,inflammatory,1,429,230,8,0,[0],[427],"{""neoplastic"": [427]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2481,1,2481,0,neoplastic,0,526,367,3,0,[1],[533],"{""inflammatory"": [533]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2481,1,2481,1,inflammatory,1,533,548,3,0,[0],[526],"{""neoplastic"": [526]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2484,1,2484,0,neoplastic,0,330,212,2,0,[2],[334],"{""connective_soft_tissue"": [334]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2484,1,2484,0,neoplastic,0,361,544,5,0,[1],[365],"{""inflammatory"": [365]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2484,1,2484,1,inflammatory,1,365,161,5,0,[0],[361],"{""neoplastic"": [361]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2484,1,2484,2,connective_soft_tissue,2,334,369,2,0,[0],[330],"{""neoplastic"": [330]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2485,1,2485,0,neoplastic,0,263,314,2,0,[2],[283],"{""connective_soft_tissue"": [283]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2485,1,2485,2,connective_soft_tissue,2,283,176,2,0,[0],[263],"{""neoplastic"": [263]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2495,1,2495,0,neoplastic,0,232,374,5,0,[2],[231],"{""connective_soft_tissue"": [231]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2495,1,2495,2,connective_soft_tissue,2,231,327,5,0,[0],[232],"{""neoplastic"": [232]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2506,1,2506,0,neoplastic,0,101,467,1,0,[1],[111],"{""inflammatory"": [111]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2506,1,2506,1,inflammatory,1,111,431,1,0,[0],[101],"{""neoplastic"": [101]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2507,1,2507,0,neoplastic,0,132,348,5,0,[3],[136],"{""dead"": [136]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2507,1,2507,3,dead,3,136,519,5,0,[0],[132],"{""neoplastic"": [132]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2511,1,2511,0,neoplastic,0,430,400,5,0,[2],[409],"{""connective_soft_tissue"": [409]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2511,1,2511,2,connective_soft_tissue,2,409,458,5,0,[0],[430],"{""neoplastic"": [430]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2526,1,2526,1,inflammatory,1,75,177,5,0,[2],[961],"{""connective_soft_tissue"": [961]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2526,1,2526,1,inflammatory,1,200,153,1,0,[2],[205],"{""connective_soft_tissue"": [205]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2526,1,2526,2,connective_soft_tissue,2,205,214,1,0,[1],[200],"{""inflammatory"": [200]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2526,1,2526,2,connective_soft_tissue,2,961,294,5,0,[1],[75],"{""inflammatory"": [75]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2528,1,2528,0,neoplastic,0,718,500,1,0,[1],[720],"{""inflammatory"": [720]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2528,1,2528,1,inflammatory,1,657,261,7,0,[2],[649],"{""connective_soft_tissue"": [649]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2528,1,2528,1,inflammatory,1,720,563,1,0,[0],[718],"{""neoplastic"": [718]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2528,1,2528,1,inflammatory,1,727,212,5,0,[2],[719],"{""connective_soft_tissue"": [719]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2528,1,2528,2,connective_soft_tissue,2,649,359,7,0,[1],[657],"{""inflammatory"": [657]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2528,1,2528,2,connective_soft_tissue,2,719,430,5,0,[1],[727],"{""inflammatory"": [727]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2545,1,2545,2,connective_soft_tissue,2,192,336,11,0,[4],"[185, 196]","{""non_neoplastic_epithelial"": [185, 196]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2545,1,2545,4,non_neoplastic_epithelial,4,185,848,2,0,[2],[192],"{""connective_soft_tissue"": [192]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2545,1,2545,4,non_neoplastic_epithelial,4,196,920,9,0,[2],[192],"{""connective_soft_tissue"": [192]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2553,1,2553,2,connective_soft_tissue,2,68,322,2,0,[4],[66],"{""non_neoplastic_epithelial"": [66]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2553,1,2553,4,non_neoplastic_epithelial,4,66,505,2,0,[2],[68],"{""connective_soft_tissue"": [68]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2558,1,2558,2,connective_soft_tissue,2,376,504,4,0,[4],[383],"{""non_neoplastic_epithelial"": [383]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2558,1,2558,4,non_neoplastic_epithelial,4,383,980,4,0,[2],[376],"{""connective_soft_tissue"": [376]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2561,1,2561,2,connective_soft_tissue,2,306,709,1,0,[4],[318],"{""non_neoplastic_epithelial"": [318]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2561,1,2561,4,non_neoplastic_epithelial,4,318,350,1,0,[2],[306],"{""connective_soft_tissue"": [306]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2584,1,2584,0,neoplastic,0,273,319,8,0,[2],[260],"{""connective_soft_tissue"": [260]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2584,1,2584,2,connective_soft_tissue,2,260,425,8,0,[0],[273],"{""neoplastic"": [273]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2587,1,2587,1,inflammatory,1,152,278,4,0,[2],[148],"{""connective_soft_tissue"": [148]}",true,false,false,false,touches_cross_class_overlap
fold_1:patch_2587,1,2587,2,connective_soft_tissue,2,148,587,4,0,[1],[152],"{""inflammatory"": [152]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_96,2,96,1,inflammatory,1,63,393,5,0,[2],[59],"{""connective_soft_tissue"": [59]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_96,2,96,2,connective_soft_tissue,2,59,781,5,0,[1],[63],"{""inflammatory"": [63]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_113,2,113,2,connective_soft_tissue,2,43,265,5,0,[4],[34],"{""non_neoplastic_epithelial"": [34]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_113,2,113,4,non_neoplastic_epithelial,4,34,758,5,0,[2],[43],"{""connective_soft_tissue"": [43]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_178,2,178,1,inflammatory,1,124,312,1,0,[2],[122],"{""connective_soft_tissue"": [122]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_178,2,178,2,connective_soft_tissue,2,122,465,1,0,[1],[124],"{""inflammatory"": [124]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_178,2,178,2,connective_soft_tissue,2,123,100,2,0,[4],[111],"{""non_neoplastic_epithelial"": [111]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_178,2,178,4,non_neoplastic_epithelial,4,111,253,2,0,[2],[123],"{""connective_soft_tissue"": [123]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_226,2,226,1,inflammatory,1,50,257,1,0,[4],[57],"{""non_neoplastic_epithelial"": [57]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_226,2,226,4,non_neoplastic_epithelial,4,57,282,1,0,[1],[50],"{""inflammatory"": [50]}",true,false,false,false,touches_cross_class_overlap
fold_2:patch_252,2,252,0,neoplastic,0,217,987,1,0,[2],[210],"{""connective_soft_tissue"": [210]}",true,false,false,false,touches_cross_class_overlap
