fold_id,patch_index,instance_id,class_indices,class_names,class_count,touches_cross_class_overlap,same_id_spatial_overlap_pixels_all_listed_classes
3,2668,4,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2672,3,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2672,11,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2672,36,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2673,7,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2674,2,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2674,65,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2676,18,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2676,45,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2676,89,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2676,257,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2677,71,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2681,49,0;1,neoplastic;inflammatory,2,False,0
3,2682,68,0;1,neoplastic;inflammatory,2,False,0
3,2683,9,0;1,neoplastic;inflammatory,2,False,0
3,2683,43,0;1,neoplastic;inflammatory,2,False,0
3,2683,46,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2698,19,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2698,20,0;1,neoplastic;inflammatory,2,False,0
3,2698,34,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2698,121,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2699,106,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2700,13,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2701,5,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2710,8,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2710,48,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2710,51,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,2710,88,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2710,174,1;2;4,inflammatory;connective_soft_tissue;non_neoplastic_epithelial,3,False,0
3,2710,191,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2710,202,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2711,102,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2711,169,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2712,10,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2712,46,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2712,116,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2712,156,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2712,182,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2713,2,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2713,6,2;4,connective_soft_tissue;non_neoplastic_epithelial,2,False,0
3,2713,94,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2713,156,1;4,inflammatory;non_neoplastic_epithelial,2,False,0
3,2714,62,0;3,neoplastic;dead,2,False,0
3,2715,258,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2716,207,0;1,neoplastic;inflammatory,2,False,0
3,2717,18,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,72,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,74,0;1,neoplastic;inflammatory,2,False,0
3,2717,104,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,127,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,134,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,147,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,166,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,168,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2717,173,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2717,185,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2718,3,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2718,35,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2718,37,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2718,96,0;2,neoplastic;connective_soft_tissue,2,False,0
3,2719,61,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2721,33,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2721,123,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2721,150,1;2,inflammatory;connective_soft_tissue,2,False,0
3,2721,206,1;2,inflammatory;connective_soft_tissue,2,False,0
