fold_id,patch_index,class_index,class_name,instance_id,total_instance_pixels,cross_class_overlap_pixels,overlapping_instance_keys
2,774,2,connective_soft_tissue,113,600,1,0:129
2,776,0,neoplastic,158,457,2,2:148
2,776,0,neoplastic,177,1234,7,2:185
2,776,1,inflammatory,171,255,3,2:168
2,776,2,connective_soft_tissue,148,576,2,0:158
2,776,2,connective_soft_tissue,168,461,3,1:171
2,776,2,connective_soft_tissue,185,914,7,0:177
2,777,1,inflammatory,400,153,1,2:394
2,777,2,connective_soft_tissue,394,164,1,1:400
2,778,0,neoplastic,7,1070,3,2:14
2,778,2,connective_soft_tissue,14,544,3,0:7
2,780,1,inflammatory,69,319,7,2:73
2,780,2,connective_soft_tissue,73,358,7,1:69
2,812,0,neoplastic,205,358,2,2:198
2,812,2,connective_soft_tissue,198,466,2,0:205
2,829,0,neoplastic,172,468,2,2:167
2,829,0,neoplastic,247,513,3,2:251
2,829,2,connective_soft_tissue,167,824,2,0:172
2,829,2,connective_soft_tissue,251,396,3,0:247
2,830,0,neoplastic,318,602,3,2:327
2,830,2,connective_soft_tissue,327,190,3,0:318
2,844,1,inflammatory,823,75,3,2:819
2,844,1,inflammatory,916,79,3,2:929
2,844,1,inflammatory,945,91,1,2:923
2,844,1,inflammatory,1519,59,2,2:1161
2,844,2,connective_soft_tissue,819,65,3,1:823
2,844,2,connective_soft_tissue,923,106,1,1:945
2,844,2,connective_soft_tissue,929,87,3,1:916
2,844,2,connective_soft_tissue,1161,121,2,1:1519
2,852,0,neoplastic,357,490,15,2:133
2,852,2,connective_soft_tissue,133,657,15,0:357
2,855,1,inflammatory,106,285,5,2:66
2,855,2,connective_soft_tissue,66,631,5,1:106
2,858,1,inflammatory,284,174,2,2:300
2,858,2,connective_soft_tissue,300,69,2,1:284
2,867,0,neoplastic,368,377,1,2:362
2,867,2,connective_soft_tissue,362,20,1,0:368
2,897,0,neoplastic,437,195,1,3:489
2,897,3,dead,489,109,1,0:437
2,898,0,neoplastic,215,274,5,3:241
2,898,3,dead,241,79,5,0:215
2,900,0,neoplastic,755,283,2,2:743
2,900,2,connective_soft_tissue,743,152,2,0:755
2,909,0,neoplastic,2538,250,3,2:2528
2,909,2,connective_soft_tissue,2528,220,3,0:2538
2,927,0,neoplastic,994,1247,4,2:988
2,927,2,connective_soft_tissue,988,113,4,0:994
2,930,0,neoplastic,217,868,2,1:285
2,930,0,neoplastic,262,493,2,2:259
2,930,1,inflammatory,285,476,2,0:217
2,930,2,connective_soft_tissue,259,254,2,0:262
2,932,1,inflammatory,1646,49,1,2:1632
2,932,1,inflammatory,1883,43,1,2:1856
2,932,1,inflammatory,1921,58,2,2:1936
2,932,2,connective_soft_tissue,1632,78,1,1:1646
2,932,2,connective_soft_tissue,1856,75,1,1:1883
2,932,2,connective_soft_tissue,1936,104,2,1:1921
2,933,1,inflammatory,81,213,2,2:79
2,933,2,connective_soft_tissue,79,430,2,1:81
2,953,0,neoplastic,55,752,6,2:51
2,953,2,connective_soft_tissue,51,599,6,0:55
2,958,0,neoplastic,139,713,1,2:131
2,958,2,connective_soft_tissue,131,70,1,0:139
2,970,1,inflammatory,195,123,2,2:178
2,970,2,connective_soft_tissue,178,581,2,1:195
2,1015,0,neoplastic,929,653,4,2:940
2,1015,2,connective_soft_tissue,940,736,4,0:929
2,1018,1,inflammatory,1678,204,14,2:1063
2,1018,2,connective_soft_tissue,1063,155,14,1:1678
2,1022,0,neoplastic,1345,380,4,2:1364
2,1022,2,connective_soft_tissue,1364,264,4,0:1345
2,1035,0,neoplastic,328,33,1,2:349
2,1035,2,connective_soft_tissue,349,377,1,0:328
2,1065,0,neoplastic,223,464,2,2:221
2,1065,2,connective_soft_tissue,221,333,2,0:223
2,1091,2,connective_soft_tissue,316,1238,67,4:108
2,1091,4,non_neoplastic_epithelial,108,357,67,2:316
2,1095,1,inflammatory,186,542,5,2:198
2,1095,2,connective_soft_tissue,198,732,5,1:186
2,1097,0,neoplastic,274,816,4,2:767
2,1097,2,connective_soft_tissue,767,728,4,0:274
2,1100,0,neoplastic,418,235,9,2:796
2,1100,2,connective_soft_tissue,796,493,9,0:418
2,1121,1,inflammatory,1071,250,1,2:1077
2,1121,2,connective_soft_tissue,1077,337,1,1:1071
2,1123,1,inflammatory,1166,241,2,4:1142
2,1123,4,non_neoplastic_epithelial,1142,439,2,1:1166
2,1124,1,inflammatory,39,285,5,4:532
2,1124,4,non_neoplastic_epithelial,532,297,5,1:39
2,1125,1,inflammatory,250,96,4,2:233
2,1125,2,connective_soft_tissue,233,489,4,1:250
2,1126,1,inflammatory,556,190,2,2:417
2,1126,2,connective_soft_tissue,417,267,2,1:556
2,1149,1,inflammatory,684,263,2,2:685
2,1149,2,connective_soft_tissue,685,341,2,1:684
2,1163,0,neoplastic,479,499,4,2:467
2,1163,2,connective_soft_tissue,467,686,4,0:479
2,1183,0,neoplastic,35,430,4,3:50
2,1183,3,dead,50,996,4,0:35
2,1195,0,neoplastic,217,920,1,2:198
2,1195,2,connective_soft_tissue,198,443,1,0:217
2,1225,0,neoplastic,496,555,5,2:498
2,1225,2,connective_soft_tissue,498,373,5,0:496
2,1229,0,neoplastic,610,315,3,2:605
2,1229,2,connective_soft_tissue,605,160,3,0:610
2,1230,0,neoplastic,583,1045,18,2:559
2,1230,0,neoplastic,590,617,10,2:600
2,1230,2,connective_soft_tissue,559,772,18,0:583
2,1230,2,connective_soft_tissue,600,523,10,0:590
2,1240,1,inflammatory,45,378,2,2:35
2,1240,2,connective_soft_tissue,35,431,2,1:45
2,1251,1,inflammatory,790,174,3,2:782
2,1251,2,connective_soft_tissue,782,487,3,1:790
2,1260,1,inflammatory,266,366,3,2:259
2,1260,2,connective_soft_tissue,259,334,3,1:266
2,1261,1,inflammatory,223,454,1,2:213
2,1261,2,connective_soft_tissue,213,243,1,1:223
2,1262,1,inflammatory,1,228,1,2:5
2,1262,2,connective_soft_tissue,5,137,1,1:1
2,1285,1,inflammatory,302,548,2,2:299
2,1285,2,connective_soft_tissue,299,252,2,1:302
2,1291,0,neoplastic,1393,524,2,1:1400
2,1291,0,neoplastic,1396,404,1,1:1409
2,1291,1,inflammatory,1232,490,4,2:1243
2,1291,1,inflammatory,1400,395,2,0:1393
2,1291,1,inflammatory,1409,392,1,0:1396
2,1291,2,connective_soft_tissue,1243,668,4,1:1232
2,1294,0,neoplastic,1501,262,4,1:1509
2,1294,1,inflammatory,1509,201,4,0:1501
2,1373,0,neoplastic,164,524,1,2:168
2,1373,2,connective_soft_tissue,168,700,1,0:164
2,1385,0,neoplastic,120,479,5,2:110
2,1385,2,connective_soft_tissue,110,112,5,0:120
2,1387,0,neoplastic,167,250,5,2:171
2,1387,2,connective_soft_tissue,171,164,5,0:167
2,1391,1,inflammatory,79,303,3,2:83
2,1391,2,connective_soft_tissue,83,1054,3,1:79
2,1406,1,inflammatory,17,331,3,2:28
2,1406,2,connective_soft_tissue,28,452,3,1:17
2,1409,1,inflammatory,252,247,4,2:244
2,1409,2,connective_soft_tissue,244,265,4,1:252
2,1410,1,inflammatory,245,293,4,2:251
2,1410,2,connective_soft_tissue,251,375,4,1:245
2,1411,1,inflammatory,323,440,4,2:311
2,1411,2,connective_soft_tissue,311,297,4,1:323
2,1423,2,connective_soft_tissue,147,428,2,4:146
2,1423,4,non_neoplastic_epithelial,146,821,2,2:147
2,1437,0,neoplastic,79,677,1,2:83
2,1437,2,connective_soft_tissue,83,544,1,0:79
2,1438,1,inflammatory,215,168,1,2:220
2,1438,2,connective_soft_tissue,220,409,1,1:215
2,1447,0,neoplastic,82,854,8,2:85
2,1447,2,connective_soft_tissue,85,910,8,0:82
2,1448,1,inflammatory,319,340,1,2:328
2,1448,2,connective_soft_tissue,328,369,1,1:319
2,1501,0,neoplastic,190,1094,3,2:173
2,1501,2,connective_soft_tissue,173,654,3,0:190
2,1510,0,neoplastic,263,1420,6,2:273
2,1510,1,inflammatory,224,667,5,2:227
2,1510,2,connective_soft_tissue,227,516,5,1:224
2,1510,2,connective_soft_tissue,273,444,6,0:263
2,1513,0,neoplastic,42,741,3,2:33
2,1513,2,connective_soft_tissue,33,310,3,0:42
2,1515,0,neoplastic,122,663,4,2:118
2,1515,2,connective_soft_tissue,118,395,4,0:122
2,1536,1,inflammatory,87,470,4,2:89
2,1536,2,connective_soft_tissue,89,800,4,1:87
2,1553,0,neoplastic,1238,432,3,2:1244
2,1553,2,connective_soft_tissue,1244,114,3,0:1238
2,1567,0,neoplastic,296,553,4,2:291
2,1567,2,connective_soft_tissue,291,292,4,0:296
2,1570,1,inflammatory,462,156,2,2:469
2,1570,2,connective_soft_tissue,469,418,2,1:462
2,1571,1,inflammatory,620,328,4,2:609
2,1571,2,connective_soft_tissue,609,664,4,1:620
2,1578,2,connective_soft_tissue,177,1079,13,4:191
2,1578,4,non_neoplastic_epithelial,191,1573,13,2:177
2,1583,1,inflammatory,707,548,18,2:713
2,1583,2,connective_soft_tissue,713,1060,18,1:707
2,1588,2,connective_soft_tissue,862,363,2,4:70
2,1588,4,non_neoplastic_epithelial,70,901,2,2:862
2,1628,1,inflammatory,189,989,3,2:199
2,1628,2,connective_soft_tissue,199,632,3,1:189
2,1630,1,inflammatory,287,1168,18,2:272
2,1630,2,connective_soft_tissue,272,1074,18,1:287
2,1637,1,inflammatory,631,431,2,2:633
2,1637,2,connective_soft_tissue,633,503,2,1:631
2,1640,2,connective_soft_tissue,701,385,12,4:700
2,1640,4,non_neoplastic_epithelial,700,434,12,2:701
2,1666,1,inflammatory,228,776,1,2:226
2,1666,2,connective_soft_tissue,226,934,1,1:228
2,1676,1,inflammatory,480,506,14,4:477
2,1676,4,non_neoplastic_epithelial,477,780,14,1:480
2,1703,1,inflammatory,25,308,10,4:22
2,1703,4,non_neoplastic_epithelial,22,580,10,1:25
2,1705,1,inflammatory,141,976,13,4:129
2,1705,4,non_neoplastic_epithelial,129,716,13,1:141
2,1712,1,inflammatory,363,561,12,4:350
2,1712,4,non_neoplastic_epithelial,350,753,12,1:363
2,1714,1,inflammatory,299,387,4,4:296
2,1714,4,non_neoplastic_epithelial,296,942,4,1:299
2,1716,1,inflammatory,341,840,1,2:1132
2,1716,2,connective_soft_tissue,1132,479,1,1:341
2,1719,1,inflammatory,611,978,11,2:592
2,1719,2,connective_soft_tissue,592,1209,11,1:611
2,1724,1,inflammatory,811,899,15,4:813
2,1724,4,non_neoplastic_epithelial,813,1673,15,1:811
2,1727,1,inflammatory,1100,579,231,2:1101
2,1727,2,connective_soft_tissue,1101,1062,231,1:1100
2,1731,1,inflammatory,14,18,1,2:29
2,1731,2,connective_soft_tissue,29,454,1,1:14
2,1735,1,inflammatory,242,587,4,2:246
2,1735,1,inflammatory,285,363,13,2:275
2,1735,2,connective_soft_tissue,246,1226,4,1:242
2,1735,2,connective_soft_tissue,275,970,13,1:285
2,1755,1,inflammatory,207,337,13,2:209
2,1755,2,connective_soft_tissue,209,1013,13,1:207
2,1795,2,connective_soft_tissue,559,1236,12,4:576
2,1795,4,non_neoplastic_epithelial,576,1662,12,2:559
2,1816,0,neoplastic,385,248,1,2:374
2,1816,2,connective_soft_tissue,374,737,1,0:385
2,1819,0,neoplastic,122,448,3,2:118
2,1819,2,connective_soft_tissue,118,447,3,0:122
2,1823,0,neoplastic,272,313,1,2:270
2,1823,2,connective_soft_tissue,270,711,1,0:272
2,1825,0,neoplastic,48,874,4,2:45
2,1825,2,connective_soft_tissue,45,682,4,0:48
2,1826,0,neoplastic,140,692,1,2:143
2,1826,2,connective_soft_tissue,143,199,1,0:140
2,1828,0,neoplastic,138,1083,4,2:157
2,1828,1,inflammatory,88,229,3,2:92
2,1828,2,connective_soft_tissue,92,282,3,1:88
2,1828,2,connective_soft_tissue,157,308,4,0:138
2,1869,1,inflammatory,171,585,2,2:179
2,1869,2,connective_soft_tissue,179,130,2,1:171
2,1880,0,neoplastic,160,602,4,1:158
2,1880,1,inflammatory,158,352,4,0:160
2,1881,0,neoplastic,194,463,3,1:203
2,1881,0,neoplastic,343,499,8,1:350
2,1881,1,inflammatory,203,155,3,0:194
2,1881,1,inflammatory,350,311,8,0:343
2,1896,1,inflammatory,1034,340,7,2:1029
2,1896,1,inflammatory,1068,372,4,2:1059
2,1896,1,inflammatory,1078,236,4,2:1090
2,1896,2,connective_soft_tissue,1029,629,7,1:1034
2,1896,2,connective_soft_tissue,1059,278,4,1:1068
2,1896,2,connective_soft_tissue,1090,523,4,1:1078
2,1905,1,inflammatory,55,389,2,2:58
2,1905,2,connective_soft_tissue,58,530,2,1:55
2,1979,1,inflammatory,193,269,3,2:183
2,1979,2,connective_soft_tissue,183,252,3,1:193
2,1989,0,neoplastic,371,190,5,1:387
2,1989,1,inflammatory,387,156,5,0:371
2,1990,0,neoplastic,386,1044,18,2:341;2:357
2,1990,2,connective_soft_tissue,341,671,7,0:386
2,1990,2,connective_soft_tissue,357,808,11,0:386
2,2009,1,inflammatory,18,408,1,2:30
2,2009,2,connective_soft_tissue,30,533,1,1:18
2,2042,0,neoplastic,230,1035,4,2:232
2,2042,2,connective_soft_tissue,232,582,4,0:230
2,2065,2,connective_soft_tissue,294,177,1,4:302
2,2065,4,non_neoplastic_epithelial,302,83,1,2:294
2,2087,0,neoplastic,115,568,8,2:110
2,2087,2,connective_soft_tissue,110,603,8,0:115
2,2140,0,neoplastic,313,501,3,2:314
2,2140,2,connective_soft_tissue,314,551,3,0:313
2,2142,0,neoplastic,295,692,6,1:309
2,2142,0,neoplastic,342,666,1,2:353
2,2142,1,inflammatory,309,271,6,0:295
2,2142,2,connective_soft_tissue,353,29,1,0:342
2,2152,2,connective_soft_tissue,42,577,1,4:40
2,2152,4,non_neoplastic_epithelial,40,126,1,2:42
2,2171,1,inflammatory,181,311,1,2:189
2,2171,2,connective_soft_tissue,189,275,1,1:181
2,2178,1,inflammatory,287,412,3,2:286
2,2178,2,connective_soft_tissue,286,395,3,1:287
2,2204,1,inflammatory,145,228,2,2:138
2,2204,2,connective_soft_tissue,138,241,2,1:145
2,2207,1,inflammatory,51,350,7,2:52
2,2207,2,connective_soft_tissue,52,138,7,1:51
2,2209,1,inflammatory,65,189,3,2:66
2,2209,2,connective_soft_tissue,66,481,3,1:65
2,2210,1,inflammatory,133,142,5,2:134
2,2210,2,connective_soft_tissue,134,525,5,1:133
2,2216,2,connective_soft_tissue,251,114,3,4:254
2,2216,4,non_neoplastic_epithelial,254,204,3,2:251
2,2245,0,neoplastic,77,316,3,1:88
2,2245,0,neoplastic,103,633,5,1:106
2,2245,0,neoplastic,190,299,1,1:178
2,2245,1,inflammatory,88,253,3,0:77
2,2245,1,inflammatory,106,386,5,0:103
2,2245,1,inflammatory,178,267,1,0:190
2,2246,0,neoplastic,99,320,1,1:105
2,2246,0,neoplastic,193,271,4,1:201
2,2246,0,neoplastic,236,972,4,1:240
2,2246,1,inflammatory,105,326,1,0:99
2,2246,1,inflammatory,201,208,4,0:193
2,2246,1,inflammatory,240,307,4,0:236
2,2249,0,neoplastic,962,299,64,1:881
2,2249,1,inflammatory,881,451,64,0:962
2,2254,1,inflammatory,166,65,15,2:199
2,2254,2,connective_soft_tissue,199,133,15,1:166
2,2257,1,inflammatory,230,47,2,2:185
2,2257,2,connective_soft_tissue,185,117,2,1:230
2,2259,0,neoplastic,40,87,1,2:13
2,2259,2,connective_soft_tissue,13,193,1,0:40
2,2260,0,neoplastic,451,297,1,2:462
2,2260,2,connective_soft_tissue,462,366,1,0:451
2,2272,1,inflammatory,74,569,6,2:43
2,2272,1,inflammatory,175,340,6,2:198
2,2272,2,connective_soft_tissue,43,545,6,1:74
2,2272,2,connective_soft_tissue,198,398,6,1:175
2,2273,1,inflammatory,429,437,1,2:399
2,2273,1,inflammatory,496,332,5,2:483
2,2273,1,inflammatory,523,409,28,2:1416
2,2273,1,inflammatory,544,291,5,2:501
2,2273,1,inflammatory,602,196,7,2:590
2,2273,1,inflammatory,607,526,1,2:597
2,2273,2,connective_soft_tissue,399,347,1,1:429
2,2273,2,connective_soft_tissue,483,521,5,1:496
2,2273,2,connective_soft_tissue,501,524,5,1:544
2,2273,2,connective_soft_tissue,590,447,7,1:602
2,2273,2,connective_soft_tissue,597,213,1,1:607
2,2273,2,connective_soft_tissue,1416,298,28,1:523
2,2274,1,inflammatory,1023,448,2,2:1050
2,2274,2,connective_soft_tissue,1050,62,2,1:1023
2,2275,1,inflammatory,1073,341,1,2:1059
2,2275,1,inflammatory,1337,301,3,2:1347
2,2275,2,connective_soft_tissue,1059,313,1,1:1073
2,2275,2,connective_soft_tissue,1347,635,3,1:1337
2,2276,1,inflammatory,1043,136,1,2:1060
2,2276,1,inflammatory,1067,1129,6,2:1114
2,2276,1,inflammatory,1376,272,15,2:1388
2,2276,2,connective_soft_tissue,1060,281,1,1:1043
2,2276,2,connective_soft_tissue,1114,241,6,1:1067
2,2276,2,connective_soft_tissue,1388,165,15,1:1376
2,2277,1,inflammatory,1195,392,3,2:1155
2,2277,2,connective_soft_tissue,1155,854,3,1:1195
2,2285,0,neoplastic,184,277,1,1:188
2,2285,1,inflammatory,188,105,1,0:184
2,2300,0,neoplastic,147,1449,6,2:152
2,2300,2,connective_soft_tissue,152,495,6,0:147
2,2303,0,neoplastic,45,378,2,1:36
2,2303,1,inflammatory,36,473,2,0:45
2,2306,0,neoplastic,328,684,5,1:332
2,2306,1,inflammatory,332,125,5,0:328
2,2327,0,neoplastic,488,256,2,1:490
2,2327,1,inflammatory,490,536,2,0:488
2,2332,0,neoplastic,239,344,2,1:241
2,2332,1,inflammatory,241,297,2,0:239
2,2333,0,neoplastic,166,147,3,1:154
2,2333,1,inflammatory,154,195,3,0:166
2,2342,0,neoplastic,232,361,6,2:245
2,2342,2,connective_soft_tissue,245,1031,6,0:232
2,2353,0,neoplastic,167,609,5,1:177
2,2353,1,inflammatory,177,522,5,0:167
2,2354,1,inflammatory,530,199,1,3:538
2,2354,3,dead,538,206,1,1:530
2,2377,0,neoplastic,894,567,8,1:880
2,2377,1,inflammatory,844,317,1,2:864
2,2377,1,inflammatory,880,725,8,0:894
2,2377,2,connective_soft_tissue,864,204,1,1:844
2,2390,2,connective_soft_tissue,175,286,11,4:169
2,2390,4,non_neoplastic_epithelial,169,801,11,2:175
2,2404,2,connective_soft_tissue,206,565,5,4:209
2,2404,4,non_neoplastic_epithelial,209,533,5,2:206
2,2406,1,inflammatory,309,587,2,2:303
2,2406,2,connective_soft_tissue,303,387,2,1:309
2,2409,0,neoplastic,166,537,5,2:163
2,2409,2,connective_soft_tissue,163,577,5,0:166
2,2418,0,neoplastic,259,111,3,1:255
2,2418,1,inflammatory,255,316,3,0:259
2,2423,2,connective_soft_tissue,83,391,3,4:95
2,2423,4,non_neoplastic_epithelial,95,354,3,2:83
2,2425,1,inflammatory,201,442,6,4:190
2,2425,4,non_neoplastic_epithelial,190,376,6,1:201
3,77,1,inflammatory,22,526,3,4:19
3,77,4,non_neoplastic_epithelial,19,348,3,1:22
3,103,1,inflammatory,35,426,1,2:34
3,103,2,connective_soft_tissue,34,735,1,1:35
3,109,1,inflammatory,356,285,26,4:365
3,109,4,non_neoplastic_epithelial,365,295,26,1:356
3,163,1,inflammatory,96,287,6,2:87
3,163,2,connective_soft_tissue,87,313,6,1:96
3,175,1,inflammatory,431,540,4,4:401
3,175,4,non_neoplastic_epithelial,401,476,4,1:431
3,222,1,inflammatory,289,207,6,4:305
3,222,4,non_neoplastic_epithelial,305,480,6,1:289
3,240,1,inflammatory,51,219,3,2:31
3,240,2,connective_soft_tissue,31,613,3,1:51
3,241,1,inflammatory,315,266,6,2:324
3,241,2,connective_soft_tissue,324,327,6,1:315
3,252,1,inflammatory,337,272,4,2:346
3,252,2,connective_soft_tissue,346,306,4,1:337
3,253,1,inflammatory,450,319,6,2:444
3,253,2,connective_soft_tissue,444,386,6,1:450
3,268,0,neoplastic,91,167,2,2:109
3,268,2,connective_soft_tissue,109,940,2,0:91
3,279,1,inflammatory,227,350,6,2:228
3,279,2,connective_soft_tissue,228,310,6,1:227
3,322,1,inflammatory,173,642,1,2:165
3,322,2,connective_soft_tissue,165,546,1,1:173
3,390,1,inflammatory,59,531,13,2:55
3,390,2,connective_soft_tissue,55,734,13,1:59
3,400,0,neoplastic,61,583,2,1:59
3,400,1,inflammatory,59,290,2,0:61
3,433,0,neoplastic,130,2556,1,2:131
3,433,2,connective_soft_tissue,131,1692,1,0:130
3,438,0,neoplastic,15,1080,17,1:23
3,438,1,inflammatory,23,302,17,0:15
3,438,1,inflammatory,51,253,5,2:46
3,438,2,connective_soft_tissue,46,482,5,1:51
3,440,1,inflammatory,203,170,6,2:202
3,440,2,connective_soft_tissue,202,172,6,1:203
3,484,1,inflammatory,35,366,1,2:350
3,484,2,connective_soft_tissue,350,403,1,1:35
3,492,1,inflammatory,215,350,8,2:211
3,492,2,connective_soft_tissue,211,700,8,1:215
3,515,0,neoplastic,197,814,4,1:204
3,515,0,neoplastic,209,502,4,1:222
3,515,1,inflammatory,141,1086,19,2:133
3,515,1,inflammatory,204,533,4,0:197
3,515,1,inflammatory,222,285,4,0:209
3,515,2,connective_soft_tissue,133,1835,19,1:141
3,518,0,neoplastic,306,1069,1,1:327
3,518,1,inflammatory,327,357,1,0:306
3,522,0,neoplastic,353,404,11,2:275
3,522,2,connective_soft_tissue,275,371,11,0:353
3,582,2,connective_soft_tissue,69,303,7,3:79
3,582,3,dead,79,150,7,2:69
3,621,1,inflammatory,120,492,15,2:126
3,621,2,connective_soft_tissue,126,1024,15,1:120
3,631,1,inflammatory,346,499,12,2:245
3,631,2,connective_soft_tissue,245,673,12,1:346
3,660,0,neoplastic,128,435,5,2:131
3,660,2,connective_soft_tissue,131,560,5,0:128
3,685,0,neoplastic,62,583,1,2:71
3,685,2,connective_soft_tissue,71,1677,1,0:62
3,706,1,inflammatory,189,290,2,2:179
3,706,2,connective_soft_tissue,179,1141,2,1:189
3,732,1,inflammatory,7,116,13,2:8
3,732,2,connective_soft_tissue,8,595,13,1:7
3,737,0,neoplastic,294,331,3,1:297
3,737,1,inflammatory,297,236,3,0:294
3,745,1,inflammatory,221,238,1,2:209
3,745,2,connective_soft_tissue,209,486,1,1:221
3,760,1,inflammatory,776,262,1,2:761
3,760,1,inflammatory,889,305,3,2:872
3,760,2,connective_soft_tissue,761,155,1,1:776
3,760,2,connective_soft_tissue,872,362,3,1:889
3,802,1,inflammatory,65,256,5,2:76
3,802,2,connective_soft_tissue,76,658,5,1:65
3,804,1,inflammatory,336,202,4,2:353
3,804,2,connective_soft_tissue,353,549,4,1:336
3,809,1,inflammatory,164,237,1,2:159
3,809,2,connective_soft_tissue,159,422,1,1:164
3,811,0,neoplastic,194,202,3,1:197
3,811,1,inflammatory,197,259,3,0:194
3,812,0,neoplastic,242,266,2,1:241
3,812,1,inflammatory,241,189,2,0:242
3,820,0,neoplastic,84,1199,3,2:63
3,820,2,connective_soft_tissue,63,881,3,0:84
3,825,0,neoplastic,18,197,1,2:24
3,825,2,connective_soft_tissue,24,790,1,0:18
3,827,1,inflammatory,261,303,2,2:267
3,827,2,connective_soft_tissue,267,239,2,1:261
3,865,0,neoplastic,182,781,2,2:192
3,865,2,connective_soft_tissue,192,664,2,0:182
3,889,1,inflammatory,771,96,5,2:772
3,889,1,inflammatory,953,62,4,2:942
3,889,2,connective_soft_tissue,772,135,5,1:771
3,889,2,connective_soft_tissue,942,97,4,1:953
3,890,1,inflammatory,215,271,1,2:210
3,890,2,connective_soft_tissue,210,205,1,1:215
3,891,1,inflammatory,154,215,3,2:160
3,891,2,connective_soft_tissue,160,628,3,1:154
3,901,0,neoplastic,2198,1287,35,2:219
3,901,2,connective_soft_tissue,219,459,35,0:2198
3,905,0,neoplastic,431,671,4,2:457
3,905,0,neoplastic,459,854,4,2:457
3,905,2,connective_soft_tissue,457,649,8,0:431;0:459
3,930,0,neoplastic,63,225,3,3:53
3,930,2,connective_soft_tissue,462,48,3,3:444
3,930,3,dead,53,223,3,0:63
3,930,3,dead,444,87,3,2:462
3,931,2,connective_soft_tissue,670,103,4,3:662
3,931,3,dead,662,155,4,2:670
3,932,0,neoplastic,914,206,1,3:878
3,932,3,dead,878,128,1,0:914
3,943,2,connective_soft_tissue,3420,64,4,3:3440
3,943,3,dead,3440,234,4,2:3420
3,959,0,neoplastic,34,160,1,1:40
3,959,0,neoplastic,46,263,1,2:39
3,959,1,inflammatory,40,281,1,0:34
3,959,2,connective_soft_tissue,39,291,1,0:46
3,964,0,neoplastic,452,147,2,2:435
3,964,2,connective_soft_tissue,435,55,2,0:452
3,1005,1,inflammatory,244,49,1,2:258
3,1005,1,inflammatory,348,72,1,2:338
3,1005,1,inflammatory,505,103,1,2:511
3,1005,2,connective_soft_tissue,258,96,1,1:244
3,1005,2,connective_soft_tissue,338,93,1,1:348
3,1005,2,connective_soft_tissue,511,68,1,1:505
3,1007,1,inflammatory,2144,80,1,2:2163
3,1007,1,inflammatory,2284,49,2,2:2271
3,1007,2,connective_soft_tissue,2163,61,1,1:2144
3,1007,2,connective_soft_tissue,2271,32,2,1:2284
3,1017,0,neoplastic,61,304,10,2:69
3,1017,2,connective_soft_tissue,69,1020,10,0:61
3,1057,0,neoplastic,157,815,1,2:173
3,1057,2,connective_soft_tissue,173,821,1,0:157
3,1058,0,neoplastic,51,1283,3,2:71
3,1058,2,connective_soft_tissue,71,894,3,0:51
3,1068,0,neoplastic,1023,612,3,2:1047
3,1068,2,connective_soft_tissue,1047,55,3,0:1023
3,1069,0,neoplastic,885,1772,5,2:872
3,1069,2,connective_soft_tissue,872,447,5,0:885
3,1074,0,neoplastic,1433,1175,7,2:1448
3,1074,0,neoplastic,1459,804,7,2:1448
3,1074,2,connective_soft_tissue,1448,768,14,0:1433;0:1459
3,1098,0,neoplastic,543,369,9,2:537
3,1098,2,connective_soft_tissue,537,230,9,0:543
3,1119,0,neoplastic,324,1241,12,2:321
3,1119,2,connective_soft_tissue,321,29,12,0:324
3,1154,1,inflammatory,216,265,6,2:597
3,1154,2,connective_soft_tissue,597,674,6,1:216
3,1160,0,neoplastic,423,770,2,2:422
3,1160,2,connective_soft_tissue,422,749,2,0:423
3,1165,2,connective_soft_tissue,108,239,10,4:14
3,1165,4,non_neoplastic_epithelial,14,657,10,2:108
3,1167,1,inflammatory,130,608,1,2:134
3,1167,2,connective_soft_tissue,134,458,1,1:130
3,1184,0,neoplastic,700,192,6,2:781
3,1184,2,connective_soft_tissue,781,51,6,0:700
3,1186,2,connective_soft_tissue,34,472,6,4:36
3,1186,4,non_neoplastic_epithelial,36,796,6,2:34
3,1201,1,inflammatory,742,123,2,2:744
3,1201,2,connective_soft_tissue,744,108,2,1:742
3,1204,1,inflammatory,126,359,4,2:125
3,1204,2,connective_soft_tissue,125,403,4,1:126
3,1216,1,inflammatory,310,262,4,2:311
3,1216,2,connective_soft_tissue,311,245,4,1:310
3,1227,0,neoplastic,599,255,9,1:609
3,1227,0,neoplastic,617,135,19,1:608
3,1227,1,inflammatory,608,315,19,0:617
3,1227,1,inflammatory,609,324,9,0:599
3,1234,1,inflammatory,903,341,6,2:901
3,1234,2,connective_soft_tissue,901,418,6,1:903
3,1238,0,neoplastic,493,432,2,2:478
3,1238,2,connective_soft_tissue,478,300,2,0:493
3,1246,0,neoplastic,1522,189,5,1:1531
3,1246,1,inflammatory,1531,430,5,0:1522
3,1249,0,neoplastic,97,689,7,1:850
3,1249,1,inflammatory,850,111,7,0:97
3,1251,0,neoplastic,153,1046,5,2:168
3,1251,2,connective_soft_tissue,168,510,5,0:153
3,1258,0,neoplastic,326,392,11,2:321
3,1258,2,connective_soft_tissue,321,552,11,0:326
3,1262,0,neoplastic,452,284,1,2:444
3,1262,2,connective_soft_tissue,444,858,1,0:452
