fold_id,patch_index,cross_class_overlap_pixels,positive_background_pixels,background_only_pixels,positive_only_pixels,all_zero_pixels,void_pixels,background_complement_mismatch_pixels,affected_instance_keys,affected_class_count,affected_class_indices,cross_channel_duplicate_instance_ids
1,2169,0,0,57654,7882,0,0,0,0,0,,0
1,2170,0,0,61990,3546,0,0,0,0,0,,0
1,2171,0,0,57973,7563,0,0,0,0,0,,0
1,2172,0,0,56051,9485,0,0,0,0,0,,0
1,2173,0,0,55069,10467,0,0,0,0,0,,0
1,2174,0,0,65536,0,0,0,0,0,0,,0
1,2175,0,0,65145,391,0,0,0,0,0,,0
1,2176,0,0,65536,0,0,0,0,0,0,,0
1,2177,0,0,62525,3011,0,0,0,0,0,,0
1,2178,0,0,61780,3756,0,0,0,0,0,,0
1,2179,0,0,60265,5271,0,0,0,0,0,,0
1,2180,0,0,61852,3684,0,0,0,0,0,,0
1,2181,0,0,61291,4245,0,0,0,0,0,,0
1,2182,0,0,54499,11037,0,0,0,0,0,,0
1,2183,0,0,53814,11722,0,0,0,0,0,,0
1,2184,0,0,54045,11491,0,0,0,0,0,,0
1,2185,0,0,60405,5131,0,0,0,0,0,,0
1,2186,0,0,60800,4736,0,0,0,0,0,,0
1,2187,0,0,60285,5251,0,0,0,0,0,,0
1,2188,0,0,57713,7823,0,0,0,0,0,,0
1,2189,0,0,54420,11116,0,0,0,0,0,,0
1,2190,0,0,58916,6620,0,0,0,0,0,,0
1,2191,0,0,61434,4102,0,0,0,0,0,,0
1,2192,0,0,54516,11020,0,0,0,0,0,,0
1,2193,0,0,49801,15735,0,0,0,0,0,,0
1,2194,0,0,55411,10125,0,0,0,0,0,,0
1,2195,0,0,60038,5498,0,0,0,0,0,,0
1,2196,0,0,56468,9068,0,0,0,0,0,,0
1,2197,0,0,53816,11720,0,0,0,0,0,,0
1,2198,0,0,53868,11668,0,0,0,0,0,,0
1,2199,2,0,52466,13070,0,0,0,2,2,0;2,0
1,2200,0,0,60475,5061,0,0,0,0,0,,0
1,2201,0,0,62132,3404,0,0,0,0,0,,0
1,2202,0,0,65536,0,0,0,0,0,0,,0
1,2203,0,0,53449,12087,0,0,0,0,0,,0
1,2204,0,0,57676,7860,0,0,0,0,0,,0
1,2205,0,0,53635,11901,0,0,0,0,0,,0
1,2206,0,0,49492,16044,0,0,0,0,0,,0
1,2207,0,0,57024,8512,0,0,0,0,0,,0
1,2208,0,0,53220,12316,0,0,0,0,0,,0
1,2209,0,0,55428,10108,0,0,0,0,0,,0
1,2210,0,0,56585,8951,0,0,0,0,0,,0
1,2211,0,0,56725,8811,0,0,0,0,0,,0
1,2212,0,0,56773,8763,0,0,0,0,0,,0
1,2213,0,0,61283,4253,0,0,0,0,0,,0
1,2214,0,0,58507,7029,0,0,0,0,0,,0
1,2215,3,0,55838,9698,0,0,0,2,2,2;4,0
1,2216,0,0,59034,6502,0,0,0,0,0,,0
1,2217,0,0,53361,12175,0,0,0,0,0,,0
1,2218,0,0,56491,9045,0,0,0,0,0,,0
1,2219,0,0,53914,11622,0,0,0,0,0,,0
1,2220,0,0,50544,14992,0,0,0,0,0,,0
1,2221,0,0,49551,15985,0,0,0,0,0,,0
1,2222,0,0,55917,9619,0,0,0,0,0,,0
1,2223,0,0,53851,11685,0,0,0,0,0,,0
1,2224,0,0,61520,4016,0,0,0,0,0,,0
1,2225,0,0,50201,15335,0,0,0,0,0,,0
1,2226,0,0,50499,15037,0,0,0,0,0,,0
1,2227,0,0,59150,6386,0,0,0,0,0,,0
1,2228,0,0,62271,3265,0,0,0,0,0,,0
1,2229,0,0,61095,4441,0,0,0,0,0,,0
1,2230,0,0,61139,4397,0,0,0,0,0,,0
1,2231,0,0,51841,13695,0,0,0,0,0,,0
1,2232,0,0,50707,14829,0,0,0,0,0,,0
1,2233,0,0,50766,14770,0,0,0,0,0,,0
1,2234,6,0,50281,15255,0,0,0,2,2,0;2,0
1,2235,0,0,54200,11336,0,0,0,0,0,,0
1,2236,0,0,45702,19834,0,0,0,0,0,,0
1,2237,0,0,50974,14562,0,0,0,0,0,,0
1,2238,0,0,56573,8963,0,0,0,0,0,,0
1,2239,0,0,60197,5339,0,0,0,0,0,,0
1,2240,0,0,53817,11719,0,0,0,0,0,,0
1,2241,0,0,54962,10574,0,0,0,0,0,,0
1,2242,0,0,59714,5822,0,0,0,0,0,,0
1,2243,0,0,60725,4811,0,0,0,0,0,,0
1,2244,0,0,58863,6673,0,0,0,0,0,,0
1,2245,0,0,60731,4805,0,0,0,0,0,,0
1,2246,0,0,57394,8142,0,0,0,0,0,,0
1,2247,0,0,52521,13015,0,0,0,0,0,,0
1,2248,0,0,55500,10036,0,0,0,0,0,,0
1,2249,0,0,51716,13820,0,0,0,0,0,,0
1,2250,4,0,51517,14019,0,0,0,2,2,0;2,0
1,2251,0,0,51930,13606,0,0,0,0,0,,0
1,2252,0,0,55566,9970,0,0,0,0,0,,0
1,2253,0,0,54426,11110,0,0,0,0,0,,0
1,2254,0,0,55571,9965,0,0,0,0,0,,0
1,2255,0,0,50536,15000,0,0,0,0,0,,0
1,2256,0,0,54492,11044,0,0,0,0,0,,0
1,2257,0,0,49802,15734,0,0,0,0,0,,0
1,2258,0,0,50967,14569,0,0,0,0,0,,0
1,2259,0,0,47127,18409,0,0,0,0,0,,0
1,2260,0,0,50897,14639,0,0,0,0,0,,0
1,2261,0,0,53395,12141,0,0,0,0,0,,0
1,2262,0,0,54497,11039,0,0,0,0,0,,0
1,2263,0,0,65536,0,0,0,0,0,0,,0
1,2264,0,0,65536,0,0,0,0,0,0,,0
1,2265,0,0,65536,0,0,0,0,0,0,,0
1,2266,0,0,61372,4164,0,0,0,0,0,,0
1,2267,0,0,65536,0,0,0,0,0,0,,0
1,2268,0,0,59450,6086,0,0,0,0,0,,0
1,2269,0,0,56846,8690,0,0,0,0,0,,0
1,2270,0,0,56557,8979,0,0,0,0,0,,0
1,2271,0,0,58908,6628,0,0,0,0,0,,0
1,2272,0,0,62992,2544,0,0,0,0,0,,0
1,2273,0,0,48343,17193,0,0,0,0,0,,0
1,2274,0,0,50568,14968,0,0,0,0,0,,0
1,2275,0,0,49893,15643,0,0,0,0,0,,0
1,2276,0,0,44010,21526,0,0,0,0,0,,0
1,2277,0,0,40050,25486,0,0,0,0,0,,0
1,2278,0,0,57280,8256,0,0,0,0,0,,0
1,2279,0,0,57178,8358,0,0,0,0,0,,0
1,2280,0,0,56893,8643,0,0,0,0,0,,0
1,2281,0,0,52183,13353,0,0,0,0,0,,0
1,2282,0,0,45817,19719,0,0,0,0,0,,0
1,2283,0,0,53233,12303,0,0,0,0,0,,0
1,2284,0,0,39183,26353,0,0,0,0,0,,0
1,2285,0,0,59501,6035,0,0,0,0,0,,0
1,2286,0,0,54743,10793,0,0,0,0,0,,0
1,2287,0,0,57186,8350,0,0,0,0,0,,0
1,2288,0,0,44126,21410,0,0,0,0,0,,0
1,2289,0,0,47627,17909,0,0,0,0,0,,0
1,2290,0,0,48162,17374,0,0,0,0,0,,0
1,2291,0,0,59625,5911,0,0,0,0,0,,0
1,2292,0,0,58524,7012,0,0,0,0,0,,0
1,2293,0,0,49462,16074,0,0,0,0,0,,0
1,2294,0,0,55096,10440,0,0,0,0,0,,0
1,2295,0,0,47542,17994,0,0,0,0,0,,0
1,2296,4,0,45293,20243,0,0,0,4,3,0;1;2,0
1,2297,0,0,44117,21419,0,0,0,0,0,,0
1,2298,0,0,51020,14516,0,0,0,0,0,,0
1,2299,1,0,48355,17181,0,0,0,2,2,0;1,0
1,2300,0,0,58095,7441,0,0,0,0,0,,0
1,2301,0,0,50478,15058,0,0,0,0,0,,0
1,2302,0,0,47179,18357,0,0,0,0,0,,0
1,2303,0,0,46232,19304,0,0,0,0,0,,0
1,2304,0,0,34390,31146,0,0,0,0,0,,0
1,2305,0,0,33004,32532,0,0,0,0,0,,0
1,2306,0,0,34407,31129,0,0,0,0,0,,0
1,2307,0,0,34489,31047,0,0,0,0,0,,0
1,2308,0,0,29855,35681,0,0,0,0,0,,0
1,2309,0,0,29215,36321,0,0,0,0,0,,0
1,2310,0,0,32890,32646,0,0,0,0,0,,0
1,2311,0,0,32951,32585,0,0,0,0,0,,0
1,2312,0,0,31203,34333,0,0,0,0,0,,0
1,2313,0,0,60303,5233,0,0,0,0,0,,0
1,2314,0,0,64946,590,0,0,0,0,0,,0
1,2315,0,0,60714,4822,0,0,0,0,0,,0
1,2316,0,0,57378,8158,0,0,0,0,0,,0
1,2317,0,0,61753,3783,0,0,0,0,0,,0
1,2318,0,0,56823,8713,0,0,0,0,0,,0
1,2319,0,0,61522,4014,0,0,0,0,0,,0
1,2320,0,0,62806,2730,0,0,0,0,0,,0
1,2321,7,0,60060,5476,0,0,0,2,2,0;2,0
1,2322,0,0,58165,7371,0,0,0,0,0,,0
1,2323,0,0,60547,4989,0,0,0,0,0,,0
1,2324,0,0,58295,7241,0,0,0,0,0,,0
1,2325,0,0,50564,14972,0,0,0,0,0,,0
1,2326,0,0,51011,14525,0,0,0,0,0,,0
1,2327,0,0,54769,10767,0,0,0,0,0,,0
1,2328,0,0,49442,16094,0,0,0,0,0,,0
1,2329,0,0,54575,10961,0,0,0,0,0,,0
1,2330,0,0,50697,14839,0,0,0,0,0,,0
1,2331,0,0,56526,9010,0,0,0,0,0,,0
1,2332,0,0,57886,7650,0,0,0,0,0,,0
1,2333,0,0,54011,11525,0,0,0,0,0,,0
1,2334,0,0,54714,10822,0,0,0,0,0,,0
1,2335,0,0,54185,11351,0,0,0,0,0,,0
1,2336,0,0,57505,8031,0,0,0,0,0,,0
1,2337,0,0,55183,10353,0,0,0,0,0,,0
1,2338,0,0,57674,7862,0,0,0,0,0,,0
1,2339,0,0,55056,10480,0,0,0,0,0,,0
1,2340,3,0,51607,13929,0,0,0,2,2,1;2,0
1,2341,0,0,64281,1255,0,0,0,0,0,,0
1,2342,0,0,59507,6029,0,0,0,0,0,,0
1,2343,0,0,60664,4872,0,0,0,0,0,,0
1,2344,0,0,59538,5998,0,0,0,0,0,,0
1,2345,0,0,57947,7589,0,0,0,0,0,,0
1,2346,0,0,63232,2304,0,0,0,0,0,,0
1,2347,0,0,56815,8721,0,0,0,0,0,,0
1,2348,0,0,56471,9065,0,0,0,0,0,,0
1,2349,0,0,59187,6349,0,0,0,0,0,,0
1,2350,0,0,57651,7885,0,0,0,0,0,,0
1,2351,0,0,61134,4402,0,0,0,0,0,,0
1,2352,0,0,59511,6025,0,0,0,0,0,,0
1,2353,0,0,60354,5182,0,0,0,0,0,,0
1,2354,0,0,58997,6539,0,0,0,0,0,,0
1,2355,0,0,61036,4500,0,0,0,0,0,,0
1,2356,0,0,56701,8835,0,0,0,0,0,,0
1,2357,0,0,53972,11564,0,0,0,0,0,,0
1,2358,0,0,55954,9582,0,0,0,0,0,,0
1,2359,0,0,51652,13884,0,0,0,0,0,,0
1,2360,0,0,52139,13397,0,0,0,0,0,,0
1,2361,1,0,59093,6443,0,0,0,2,2,2;4,0
1,2362,0,0,56580,8956,0,0,0,0,0,,0
1,2363,0,0,62399,3137,0,0,0,0,0,,0
1,2364,5,0,59518,6018,0,0,0,2,2,2;4,0
1,2365,0,0,52650,12886,0,0,0,0,0,,0
1,2366,0,0,49440,16096,0,0,0,0,0,,0
1,2367,0,0,48403,17133,0,0,0,0,0,,0
1,2368,0,0,53968,11568,0,0,0,0,0,,0
1,2369,0,0,51062,14474,0,0,0,0,0,,0
1,2370,0,0,59193,6343,0,0,0,0,0,,0
1,2371,0,0,50324,15212,0,0,0,0,0,,0
1,2372,0,0,43287,22249,0,0,0,0,0,,0
1,2373,0,0,57008,8528,0,0,0,0,0,,0
1,2374,0,0,45110,20426,0,0,0,0,0,,0
1,2375,0,0,57265,8271,0,0,0,0,0,,0
1,2376,0,0,61456,4080,0,0,0,0,0,,0
1,2377,0,0,61718,3818,0,0,0,0,0,,0
1,2378,0,0,60886,4650,0,0,0,0,0,,0
1,2379,0,0,59077,6459,0,0,0,0,0,,0
1,2380,0,0,64296,1240,0,0,0,0,0,,0
1,2381,0,0,62765,2771,0,0,0,0,0,,0
1,2382,0,0,63046,2490,0,0,0,0,0,,0
1,2383,0,0,63781,1755,0,0,0,0,0,,0
1,2384,0,0,42458,23078,0,0,0,0,0,,0
1,2385,0,0,55873,9663,0,0,0,0,0,,0
1,2386,0,0,50898,14638,0,0,0,0,0,,0
1,2387,0,0,43498,22038,0,0,0,0,0,,0
1,2388,0,0,43739,21797,0,0,0,0,0,,0
1,2389,0,0,43678,21858,0,0,0,0,0,,0
1,2390,0,0,44112,21424,0,0,0,0,0,,0
1,2391,0,0,53947,11589,0,0,0,0,0,,0
1,2392,0,0,50601,14935,0,0,0,0,0,,0
1,2393,0,0,64431,1105,0,0,0,0,0,,0
1,2394,0,0,64813,723,0,0,0,0,0,,0
1,2395,0,0,64398,1138,0,0,0,0,0,,0
1,2396,0,0,64008,1528,0,0,0,0,0,,0
1,2397,0,0,64473,1063,0,0,0,0,0,,0
1,2398,0,0,65034,502,0,0,0,0,0,,0
1,2399,0,0,64015,1521,0,0,0,0,0,,0
1,2400,0,0,54264,11272,0,0,0,0,0,,0
1,2401,0,0,55410,10126,0,0,0,0,0,,0
1,2402,0,0,56124,9412,0,0,0,0,0,,0
1,2403,0,0,56584,8952,0,0,0,0,0,,0
1,2404,0,0,62100,3436,0,0,0,0,0,,0
1,2405,0,0,62894,2642,0,0,0,0,0,,0
1,2406,0,0,65536,0,0,0,0,0,0,,0
1,2407,0,0,65536,0,0,0,0,0,0,,0
1,2408,0,0,65526,10,0,0,0,0,0,,0
1,2409,0,0,58520,7016,0,0,0,0,0,,0
1,2410,0,0,53292,12244,0,0,0,0,0,,0
1,2411,0,0,56919,8617,0,0,0,0,0,,0
1,2412,0,0,60614,4922,0,0,0,0,0,,0
1,2413,13,0,44606,20930,0,0,0,5,2,0;1,0
1,2414,15,0,32695,32841,0,0,0,4,2,0;1,0
1,2415,0,0,46464,19072,0,0,0,0,0,,0
1,2416,0,0,40642,24894,0,0,0,0,0,,0
1,2417,0,0,63355,2181,0,0,0,0,0,,0
1,2418,0,0,63004,2532,0,0,0,0,0,,0
1,2419,0,0,65050,486,0,0,0,0,0,,0
1,2420,0,0,64780,756,0,0,0,0,0,,0
1,2421,0,0,51634,13902,0,0,0,0,0,,0
1,2422,0,0,51908,13628,0,0,0,0,0,,0
1,2423,1,0,46774,18762,0,0,0,2,2,0;2,0
1,2424,0,0,52343,13193,0,0,0,0,0,,0
1,2425,0,0,51526,14010,0,0,0,0,0,,0
1,2426,1,0,53552,11984,0,0,0,2,2,0;2,0
1,2427,0,0,52565,12971,0,0,0,0,0,,0
1,2428,0,0,64049,1487,0,0,0,0,0,,0
1,2429,0,0,65234,302,0,0,0,0,0,,0
1,2430,0,0,53132,12404,0,0,0,0,0,,0
1,2431,0,0,63085,2451,0,0,0,0,0,,0
1,2432,0,0,62391,3145,0,0,0,0,0,,0
1,2433,0,0,64218,1318,0,0,0,0,0,,0
1,2434,8,0,43075,22461,0,0,0,4,2,1;2,0
1,2435,4,0,30398,35138,0,0,0,2,2,1;2,0
1,2436,0,0,30545,34991,0,0,0,0,0,,0
1,2437,3,0,34829,30707,0,0,0,2,2,1;2,0
1,2438,1,0,41134,24402,0,0,0,2,2,1;2,0
1,2439,8,0,30317,35219,0,0,0,6,2,1;2,0
1,2440,7,0,31973,33563,0,0,0,2,2,1;2,0
1,2441,0,0,55592,9944,0,0,0,0,0,,0
1,2442,0,0,53235,12301,0,0,0,0,0,,0
1,2443,0,0,55795,9741,0,0,0,0,0,,0
1,2444,0,0,52436,13100,0,0,0,0,0,,0
1,2445,0,0,61578,3958,0,0,0,0,0,,0
1,2446,0,0,43031,22505,0,0,0,0,0,,0
1,2447,0,0,44068,21468,0,0,0,0,0,,0
1,2448,0,0,45703,19833,0,0,0,0,0,,0
1,2449,0,0,44752,20784,0,0,0,0,0,,0
1,2450,0,0,59563,5973,0,0,0,0,0,,0
1,2451,0,0,52560,12976,0,0,0,0,0,,0
1,2452,0,0,53876,11660,0,0,0,0,0,,0
1,2453,0,0,55841,9695,0,0,0,0,0,,0
1,2454,0,0,41706,23830,0,0,0,0,0,,0
1,2455,0,0,45637,19899,0,0,0,0,0,,0
1,2456,0,0,41590,23946,0,0,0,0,0,,0
1,2457,0,0,45435,20101,0,0,0,0,0,,0
1,2458,0,0,41642,23894,0,0,0,0,0,,0
1,2459,0,0,48242,17294,0,0,0,0,0,,0
1,2460,0,0,43769,21767,0,0,0,0,0,,0
1,2461,0,0,65380,156,0,0,0,0,0,,0
1,2462,0,0,65536,0,0,0,0,0,0,,0
1,2463,0,0,65536,0,0,0,0,0,0,,0
1,2464,0,0,65536,0,0,0,0,0,0,,0
1,2465,0,0,65536,0,0,0,0,0,0,,0
1,2466,0,0,60964,4572,0,0,0,0,0,,0
1,2467,0,0,60752,4784,0,0,0,0,0,,0
1,2468,0,0,62047,3489,0,0,0,0,0,,0
1,2469,0,0,58548,6988,0,0,0,0,0,,0
1,2470,0,0,56096,9440,0,0,0,0,0,,0
1,2471,0,0,47737,17799,0,0,0,0,0,,0
1,2472,0,0,49294,16242,0,0,0,0,0,,0
1,2473,0,0,46477,19059,0,0,0,0,0,,0
1,2474,0,0,59744,5792,0,0,0,0,0,,0
1,2475,0,0,53810,11726,0,0,0,0,0,,0
1,2476,0,0,43387,22149,0,0,0,0,0,,0
1,2477,0,0,51500,14036,0,0,0,0,0,,0
1,2478,4,0,47727,17809,0,0,0,2,2,0;1,0
1,2479,0,0,51035,14501,0,0,0,0,0,,0
1,2480,8,0,48574,16962,0,0,0,2,2,0;1,0
1,2481,3,0,50789,14747,0,0,0,2,2,0;1,0
1,2482,0,0,51362,14174,0,0,0,0,0,,0
1,2483,0,0,48759,16777,0,0,0,0,0,,0
1,2484,7,0,48806,16730,0,0,0,4,3,0;1;2,0
1,2485,2,0,48838,16698,0,0,0,2,2,0;2,0
1,2486,0,0,54960,10576,0,0,0,0,0,,0
1,2487,0,0,55499,10037,0,0,0,0,0,,0
1,2488,0,0,62087,3449,0,0,0,0,0,,0
1,2489,0,0,61358,4178,0,0,0,0,0,,0
1,2490,0,0,62105,3431,0,0,0,0,0,,0
1,2491,0,0,60184,5352,0,0,0,0,0,,0
1,2492,0,0,60310,5226,0,0,0,0,0,,0
1,2493,0,0,60426,5110,0,0,0,0,0,,0
1,2494,0,0,47118,18418,0,0,0,0,0,,0
1,2495,5,0,47957,17579,0,0,0,2,2,0;2,0
1,2496,0,0,49120,16416,0,0,0,0,0,,0
1,2497,0,0,61640,3896,0,0,0,0,0,,0
1,2498,0,0,59561,5975,0,0,0,0,0,,0
1,2499,0,0,64152,1384,0,0,0,0,0,,0
1,2500,0,0,58216,7320,0,0,0,0,0,,0
1,2501,0,0,58510,7026,0,0,0,0,0,,0
1,2502,0,0,59484,6052,0,0,0,0,0,,0
1,2503,0,0,59570,5966,0,0,0,0,0,,0
1,2504,0,0,52768,12768,0,0,0,0,0,,0
1,2505,0,0,47893,17643,0,0,0,0,0,,0
1,2506,1,0,49483,16053,0,0,0,2,2,0;1,0
1,2507,5,0,45693,19843,0,0,0,2,2,0;3,0
1,2508,0,0,57205,8331,0,0,0,0,0,,0
1,2509,0,0,49337,16199,0,0,0,0,0,,0
1,2510,0,0,57038,8498,0,0,0,0,0,,0
1,2511,5,0,51548,13988,0,0,0,2,2,0;2,0
1,2512,0,0,64972,564,0,0,0,0,0,,0
1,2513,0,0,63984,1552,0,0,0,0,0,,0
1,2514,0,0,64241,1295,0,0,0,0,0,,0
1,2515,0,0,65536,0,0,0,0,0,0,,0
1,2516,0,0,61248,4288,0,0,0,0,0,,0
1,2517,0,0,57819,7717,0,0,0,0,0,,0
1,2518,0,0,62062,3474,0,0,0,0,0,,0
1,2519,0,0,52824,12712,0,0,0,0,0,,0
1,2520,0,0,60983,4553,0,0,0,0,0,,0
1,2521,0,0,52572,12964,0,0,0,0,0,,0
1,2522,0,0,50217,15319,0,0,0,0,0,,0
1,2523,0,0,47810,17726,0,0,0,0,0,,0
1,2524,0,0,51889,13647,0,0,0,0,0,,0
1,2525,0,0,43146,22390,0,0,0,0,0,,0
1,2526,6,0,43998,21538,0,0,0,4,2,1;2,0
1,2527,0,0,52698,12838,0,0,0,0,0,,0
1,2528,13,0,41892,23644,0,0,0,6,3,0;1;2,0
1,2529,0,0,47631,17905,0,0,0,0,0,,0
1,2530,0,0,45161,20375,0,0,0,0,0,,0
1,2531,0,0,38433,27103,0,0,0,0,0,,0
1,2532,0,0,42101,23435,0,0,0,0,0,,0
1,2533,0,0,46870,18666,0,0,0,0,0,,0
1,2534,0,0,50209,15327,0,0,0,0,0,,0
1,2535,0,0,48386,17150,0,0,0,0,0,,0
1,2536,0,0,49331,16205,0,0,0,0,0,,0
1,2537,0,0,57041,8495,0,0,0,0,0,,0
1,2538,0,0,57497,8039,0,0,0,0,0,,0
1,2539,0,0,56418,9118,0,0,0,0,0,,0
1,2540,0,0,63475,2061,0,0,0,0,0,,0
1,2541,0,0,53852,11684,0,0,0,0,0,,0
1,2542,0,0,56264,9272,0,0,0,0,0,,0
1,2543,0,0,59732,5804,0,0,0,0,0,,0
1,2544,0,0,51182,14354,0,0,0,0,0,,0
1,2545,11,0,53242,12294,0,0,0,3,2,2;4,0
1,2546,0,0,52017,13519,0,0,0,0,0,,0
1,2547,0,0,55967,9569,0,0,0,0,0,,0
1,2548,0,0,60413,5123,0,0,0,0,0,,0
1,2549,0,0,63109,2427,0,0,0,0,0,,0
1,2550,0,0,65536,0,0,0,0,0,0,,0
1,2551,0,0,65536,0,0,0,0,0,0,,0
1,2552,0,0,65536,0,0,0,0,0,0,,0
1,2553,2,0,50843,14693,0,0,0,2,2,2;4,0
1,2554,0,0,53165,12371,0,0,0,0,0,,0
1,2555,0,0,46290,19246,0,0,0,0,0,,0
1,2556,0,0,50593,14943,0,0,0,0,0,,0
1,2557,0,0,45096,20440,0,0,0,0,0,,0
1,2558,4,0,54099,11437,0,0,0,2,2,2;4,0
1,2559,0,0,51177,14359,0,0,0,0,0,,0
1,2560,0,0,44957,20579,0,0,0,0,0,,0
1,2561,1,0,57620,7916,0,0,0,2,2,2;4,0
1,2562,0,0,49382,16154,0,0,0,0,0,,0
1,2563,0,0,60019,5517,0,0,0,0,0,,0
1,2564,0,0,42390,23146,0,0,0,0,0,,0
1,2565,0,0,44237,21299,0,0,0,0,0,,0
1,2566,0,0,57288,8248,0,0,0,0,0,,0
1,2567,0,0,50972,14564,0,0,0,0,0,,0
1,2568,0,0,54338,11198,0,0,0,0,0,,0
1,2569,0,0,52742,12794,0,0,0,0,0,,0
1,2570,0,0,51338,14198,0,0,0,0,0,,0
1,2571,0,0,53637,11899,0,0,0,0,0,,0
1,2572,0,0,46517,19019,0,0,0,0,0,,0
1,2573,0,0,53340,12196,0,0,0,0,0,,0
1,2574,0,0,54456,11080,0,0,0,0,0,,0
1,2575,0,0,49743,15793,0,0,0,0,0,,0
1,2576,0,0,55699,9837,0,0,0,0,0,,0
1,2577,0,0,50250,15286,0,0,0,0,0,,0
1,2578,0,0,54861,10675,0,0,0,0,0,,0
1,2579,0,0,55160,10376,0,0,0,0,0,,0
1,2580,0,0,60296,5240,0,0,0,0,0,,0
1,2581,0,0,40547,24989,0,0,0,0,0,,0
1,2582,0,0,64140,1396,0,0,0,0,0,,0
1,2583,0,0,56034,9502,0,0,0,0,0,,0
1,2584,8,0,49547,15989,0,0,0,2,2,0;2,0
1,2585,0,0,52783,12753,0,0,0,0,0,,0
1,2586,0,0,50219,15317,0,0,0,0,0,,0
1,2587,4,0,53144,12392,0,0,0,2,2,1;2,0
1,2588,0,0,53869,11667,0,0,0,0,0,,0
1,2589,0,0,50641,14895,0,0,0,0,0,,0
1,2590,0,0,38561,26975,0,0,0,0,0,,0
1,2591,0,0,46359,19177,0,0,0,0,0,,0
1,2592,0,0,49239,16297,0,0,0,0,0,,5
1,2593,0,0,48226,17310,0,0,0,0,0,,5
1,2594,0,0,46536,19000,0,0,0,0,0,,4
1,2595,0,0,62243,3293,0,0,0,0,0,,0
1,2596,0,0,61953,3583,0,0,0,0,0,,0
1,2597,0,0,64427,1109,0,0,0,0,0,,0
1,2598,0,0,61686,3850,0,0,0,0,0,,2
1,2599,0,0,40835,24701,0,0,0,0,0,,1
1,2600,0,0,60158,5378,0,0,0,0,0,,0
1,2601,0,0,58935,6601,0,0,0,0,0,,0
1,2602,0,0,41124,24412,0,0,0,0,0,,0
1,2603,0,0,39842,25694,0,0,0,0,0,,1
1,2604,0,0,61705,3831,0,0,0,0,0,,0
1,2605,0,0,59990,5546,0,0,0,0,0,,2
1,2606,0,0,60916,4620,0,0,0,0,0,,0
1,2607,0,0,64167,1369,0,0,0,0,0,,0
1,2608,0,0,49436,16100,0,0,0,0,0,,1
1,2609,0,0,37281,28255,0,0,0,0,0,,0
1,2610,0,0,39285,26251,0,0,0,0,0,,2
1,2611,0,0,40539,24997,0,0,0,0,0,,1
1,2612,0,0,39271,26265,0,0,0,0,0,,1
1,2613,0,0,43757,21779,0,0,0,0,0,,4
1,2614,0,0,43712,21824,0,0,0,0,0,,1
1,2615,0,0,58420,7116,0,0,0,0,0,,1
1,2616,0,0,57817,7719,0,0,0,0,0,,0
1,2617,0,0,50872,14664,0,0,0,0,0,,3
1,2618,0,0,53251,12285,0,0,0,0,0,,1
1,2619,0,0,50450,15086,0,0,0,0,0,,0
1,2620,0,0,53076,12460,0,0,0,0,0,,2
1,2621,0,0,55119,10417,0,0,0,0,0,,0
1,2622,0,0,54860,10676,0,0,0,0,0,,1
1,2623,0,0,56569,8967,0,0,0,0,0,,0
1,2624,0,0,50381,15155,0,0,0,0,0,,2
1,2625,0,0,49828,15708,0,0,0,0,0,,0
1,2626,0,0,65536,0,0,0,0,0,0,,0
1,2627,0,0,64534,1002,0,0,0,0,0,,0
1,2628,0,0,65330,206,0,0,0,0,0,,0
1,2629,0,0,63547,1989,0,0,0,0,0,,0
1,2630,0,0,63298,2238,0,0,0,0,0,,0
1,2631,0,0,65524,12,0,0,0,0,0,,0
1,2632,0,0,64250,1286,0,0,0,0,0,,0
1,2633,0,0,53149,12387,0,0,0,0,0,,1
1,2634,0,0,54150,11386,0,0,0,0,0,,4
1,2635,0,0,47796,17740,0,0,0,0,0,,1
1,2636,0,0,65536,0,0,0,0,0,0,,0
1,2637,0,0,65289,247,0,0,0,0,0,,0
1,2638,0,0,63567,1969,0,0,0,0,0,,0
1,2639,0,0,65536,0,0,0,0,0,0,,0
1,2640,0,0,65536,0,0,0,0,0,0,,0
1,2641,0,0,65092,444,0,0,0,0,0,,0
1,2642,0,0,47184,18352,0,0,0,0,0,,9
1,2643,0,0,49988,15548,0,0,0,0,0,,3
1,2644,0,0,43258,22278,0,0,0,0,0,,0
1,2645,0,0,40363,25173,0,0,0,0,0,,2
1,2646,0,0,43277,22259,0,0,0,0,0,,2
1,2647,0,0,43639,21897,0,0,0,0,0,,0
1,2648,0,0,47554,17982,0,0,0,0,0,,0
1,2649,0,0,44489,21047,0,0,0,0,0,,9
1,2650,0,0,41394,24142,0,0,0,0,0,,6
1,2651,0,0,30112,35424,0,0,0,0,0,,3
1,2652,0,0,44381,21155,0,0,0,0,0,,7
1,2653,0,0,59173,6363,0,0,0,0,0,,0
1,2654,0,0,59457,6079,0,0,0,0,0,,0
1,2655,0,0,58859,6677,0,0,0,0,0,,0
2,0,0,0,57643,7893,0,0,0,0,0,,0
2,1,0,0,57347,8189,0,0,0,0,0,,0
2,2,0,0,58109,7427,0,0,0,0,0,,0
2,3,0,0,47789,17747,0,0,0,0,0,,0
2,4,0,0,60231,5305,0,0,0,0,0,,0
2,5,0,0,57284,8252,0,0,0,0,0,,0
